belts,personal_injury,property_damage,commercial_license,commercial_vehicle,vehicle_type,year,make,model,color,charge,contributed_to_accident,gender,driver_state,dL_state,arrest_type,violation_type
No,No,No,Yes,No,02 - Automobile,2017.0,TOYOTA,RAV4,BLUE,2111242d2,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,CHEVROLET,CAMARO,ORANGE,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2000.0,BMW,4S,BLUE DARK,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,NISSAN,ALTIMA,GRAY,21202i1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,GMC,TERRAIN,BEIGE,21202m,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2015.0,FORD,4S FOCUS,GRAY,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,SUBA,TK,GRAY,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2015.0,TOYOTA,RAV4,GRAY,21801a,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2008.0,TOYO,CAMRY,GRAY,21201a1,No,F,MD,MD,B - Unmarked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,JEEP,LAREDO,BLUE,218011,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,HONDA,ACCORD,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2000.0,NISSAN,MAXIMA,BLACK,2111242d2,No,F,DC,DC,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,NISSAN,SENTRA,RED,224123b,No,F,MD,MD,O - Foot Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,HOND,4S,RED,21801a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,AUDI,A5,BLUE DARK,218011,No,F,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2006.0,HONDA,ACCORD,GRAY,222011,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,03 - Station Wagon,2012.0,HONDA,CRV,WHITE,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2017.0,HYUND,ELANTRA,RED,21309b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,NISSAN,SENTRA,SILVER,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2006.0,HONDA,CIVIC,BLACK,21201a1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,ACURA,TSX,GRAY,13411d,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,BMW,330I,SILVER,21201a1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,NISSAN,4D,MAROON,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,Yes,No,05 - Light Duty Truck,2003.0,CADILLAC,ESCALADE,BLACK,13409b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,05 - Light Duty Truck,1999.0,FORD,DS,TAN,1139141a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,03 - Station Wagon,2002.0,JEEP,4D,BLUE,136161f2,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,HOND,SI,WHITE,13411a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,NISSAN,MURANO,BLACK,224123b,No,F,MI,MI,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,DODGE,AVENGER,SILVER,13411f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2000.0,ACURA,35RL,BLACK,23104,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,MERZ,4DR,SILVER,13409b,No,M,VA,VA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,CHEVROLET,HHR,BLUE,22203b,No,M,MD,VA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2016.0,TOYT,COROLLA,SILVER,21309b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,MERZ,TK,GRAY,21201a1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,JEEP,SU,BLUE,16116a,No,F,MD,MD,A - Marked Patrol,Warning
Yes,No,No,No,No,02 - Automobile,2011.0,CHEVROLET,TAHOE,BLACK,22219a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,HOND,CIVIC,SILVER,211104c,No,F,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2006.0,TOYOTA,COROLLA,BLACK,13414a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,TOYOTA,COROLLA,WHITE,16101a,No,M,MD,GA,A - Marked Patrol,Warning
No,No,No,No,No,05 - Light Duty Truck,2001.0,CHEV,TK,BLUE,23104,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,MERCEDES,C300,BLACK,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,CHRY,4S,SILVER,21707a,No,M,MD,MD,B - Unmarked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,NISSAN,VERSA,BLACK,22206a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2000.0,HONDA,2D,BLACK,22226a,No,M,DC,DC,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2002.0,MAZDA,MPV,SILVER,13411f,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,HONDA,ODYSSEY,GREEN DK,136162e2,No,F,MD,MD,E - Marked Stationary Radar,Warning
No,No,No,No,No,02 - Automobile,2011.0,HONDA,CIVIC,BLACK,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2015.0,LINC,SUV,BLACK,13411a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,MAZDA,4S,BLUE,21804a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,CHEV,TK,GRAY,21405e1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,VOLKS,PASSAT,SILVER,21301a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,BMW,328,WHITE,16112c,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,TOYT,PRIUS,SILVER,23104,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,NISSAN,ROGUE,SILVER,21804a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,HONDA,CIVIC,BLACK,13409b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,TOYOTA,CAMRY LE,GREEN DK,13409b,No,F,DC,DC,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2015.0,FORD,TRANSIT,WHITE,21707a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2002.0,TOYOTA,HIGHLANDER,BLUE,21204b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,MERZ,GL 450,SILVER,13411f,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2002.0,GMC,TK,RED,13411f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,SUBARU,WRX,BLUE,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,Yes,No,No,02 - Automobile,2007.0,HONDA,CIVIC,BLACK,21902a1i,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,28 - Other,2010.0,BUIC,TK,WHITE,218011,No,F,MD,MD,R - Unmarked Laser,Warning
No,No,No,No,No,02 - Automobile,2004.0,HYUN,TK,BLACK,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1985.0,HOND,PRELUDE,WHITE,211104c,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,TOY,4DR,BLUE,21201a1,No,M,DC,DC,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,MINI,COOPER,BLUE LIGHT,2111242d2,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2002.0,TOYT,4S,WHITE,21201a1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,TOYOTA,VENZA,GRAY,218011,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,NISSAN,SENTRA,RED,222011,No,M,MD,MD,A - Marked Patrol,Warning
Yes,No,No,No,No,28 - Other,2013.0,FORD,E250,WHITE,21801a,No,M,PA,PA,B - Unmarked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,LINCOLN,TOWN CAR,WHITE,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,BMW,TK,BLUE LIGHT,21202h1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,PORSCHE,911,BLACK,13411a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,05 - Light Duty Truck,2013.0,ACURA,SUV,BLACK,218011,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2000.0,MAZDA,626 LX,SILVER,21707a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,KIA,FORTE,WHITE,22219a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1994.0,CHEV,VAN,RED,21309b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,28 - Other,2012.0,CHEVY,TRK,GREEN,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,HONDA,CIVIC,BLACK,13409b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,03 - Station Wagon,2009.0,NISSAN,MURANO,WHITE,218011,No,F,NJ,NJ,Q - Marked Laser,Warning
No,No,No,No,No,01 - Motorcycle,2016.0,TOYOTA,COROLLA,GRAY,16116a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,NISSAN,VERSA,GRAY,21801a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1999.0,TOYT,COROLLA,GREEN,13409b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,VOLK,GLI,GRAY,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,1999.0,MERC,4S,BLUE,218011,No,M,MD,MD,B - Unmarked Patrol,Warning
Yes,No,No,No,No,02 - Automobile,2009.0,DODGE,CALIBER,GRAY,2111242d2,No,F,TX,TX,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,MERZ,ML550,BLUE DARK,21707a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,CHEVY,CAPRICE,WHITE,22406i1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,TOYOTA,CAMRY,GRAY,13411c2,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,Yes,No,02 - Automobile,2002.0,MERC,S500,BLACK,13401b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,TOYOTA,SIENNA,BEIGE,21405e1,No,M,VA,VA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2016.0,HONDA,CIVIC,BLUE,21801a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,TOYT,TK,SILVER,21707a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,TOYOTA,VAN,SILVER,13409b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2016.0,TOYT,4S,BLACK,21707a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,LEXUS,4DR,WHITE,218011,No,F,MD,MD,Q - Marked Laser,Warning
Yes,No,No,No,No,02 - Automobile,1992.0,HONDA,PRELUDE,WHITE,13411f,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2012.0,HONDA,ACCORD,BLUE DARK,16112c,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,NISS,4S,WHITE,13411d,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,FORD,FOCUS,WHITE,13401h,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,FORD,X5 TK,GOLD,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,Yes,No,No,02 - Automobile,2004.0,ACUR,TL,GRAY,13411d,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,LEXUS,4S,BLACK,21707a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,MAZDA,MAZDA5,GRAY,22204f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,28 - Other,2011.0,NISSAN,SW,BLACK,218011,No,F,MD,MD,R - Unmarked Laser,Warning
No,No,No,No,No,02 - Automobile,2016.0,TOYOTA,COROLLA,WHITE,22223c,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,HOND,ACCORD,BLACK,16112c,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,MAZDA,6,SILVER,13409b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,05 - Light Duty Truck,2016.0,FORD,TK,WHITE,1139343,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,28 - Other,1997.0,DODGE,CARAVAN,GRAY,21309b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1997.0,SATURN,4 DOOR,GREEN,13411f,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,HONDA,4S,BLUE,21707a,No,M,WV,WV,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,HONDA,ACCORD,SILVER,21202h1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,CHEVEROLET,CAVALIER,SILVER,21801a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,VOLK,JETTA,SILVER,21402a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,TOYOTA,PRIUS,BLUE LIGHT,23104,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,CHEVY,EQUINOX,GRAY,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2011.0,BUICK,4S,WHITE,13409b,No,F,DC,DC,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,KIA,SW,MAROON,16116a,No,M,MD,RI,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2003.0,MERZ,4S,GREEN LGT,13411c1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,MAZDA,TK,SILVER,13411d,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,TOYOTA,CAMRY,BLACK,21707a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,TOYOTA,COROLLA,RED,21801a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2009.0,NISSAN,ALTIMA,BLUE,21201a1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,Yes,No,11 - Cross Country Bus,2013.0,MCI,J4500 BUS,GREEN,171042b2,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,TOTY,SCION,BLACK,21604d,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,HUMM,TK,WHITE,13409b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1996.0,GMC,VN,WHITE,22226a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,HYUN,CAR,BLACK,22219a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1999.0,JEEP,4X4,BLACK,13401h,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,ACURA,MDX,BLACK,16112c,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,CHEVY,COBALT,SILVER,21707a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,HOND,TK,RED,21202h1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,MITSUBISHI,4S,BLACK,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,TOYOTA,CAMRY,SILVER,13411c,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,TOYT,VN,SILVER,21401,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,TOYT,TK,GRAY,22209b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,Yes,No,02 - Automobile,2008.0,JEEP,TK,SILVER,21201a2,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2015.0,AUDI,CN,WHITE,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,1995.0,MERC,GRAND MARQUIS,GRAY,16112c,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1993.0,CHRY,TOWNCOUNTY,BLACK,13409b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1999.0,TOYT,4S,RED,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,PONTIAC,4DR,GRAY,16101a1,No,F,PA,PA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,HONDA,ACCORD,BLACK,21201a2,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2015.0,BMW,335,WHITE,13411d,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2015.0,TOYOTA,4D,SILVER,218011,No,F,VA,VA,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2015.0,TOYOTA,SIENNA,BLACK,21707a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,CHEVY,EQUINOX,BLACK,218011,No,F,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2009.0,MAZD,TK,BLACK,218011,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,TOYOTA,COROLLA,WHITE,13409b,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2004.0,HYUND,4S,BLACK,2111242d2,No,M,NC,NC,L - Motorcycle,Warning
No,No,No,No,No,02 - Automobile,2005.0,NISSAN,4DR,BLACK,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2008.0,FORD,EDGE,BLACK,21309b,No,M,MD,MD,B - Unmarked Patrol,Warning
No,No,No,No,No,02 - Automobile,2002.0,TOYOTA,4S,GRAY,21707a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2015.0,TOYT,TK,RED,218021,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,HOND,4S,WHITE,218011,No,F,MD,MD,B - Unmarked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,SATURN,ION,SILVER,13401h,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,NISSAN,4S,SILVER,13409b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1994.0,CHEVROLET,S10,BLUE,22216,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2004.0,TOYT,2S,RED,224123b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,GMC,ACADIA,RED,218011,No,F,NY,NY,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2014.0,TOYOTA,COROLLA,SILVER,21202h2,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,FORD,E350,WHITE,13411d,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,TOYO,CAMRY,BLUE DARK,21201a1,No,M,PA,PA,Q - Marked Laser,Warning
No,No,No,No,No,05 - Light Duty Truck,1988.0,CHEVY,SUBURBAN,TAN,139362e1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,VOLKSWAGON,JETTA,SILVER,26102b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1998.0,CHRY,SEBRING LX,MAROON,13401h,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,LINC,TK,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,Yes,No,02 - Automobile,1997.0,HUND,ACCENT,GREEN,23104,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1996.0,HOND,4S,GREEN,21201a1,Yes,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,HONDA,CIVIC,GRAY,21402a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,CHEV,TK,RED,13401h,No,M,MD,MD,A - Marked Patrol,Warning
Yes,No,No,No,No,28 - Other,2010.0,LEXUS,RX450H,WHITE,218011,No,F,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,1999.0,NISS,ALTIMA,BEIGE,23104,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,SUBARU,FORESTER,BLUE,13409b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2013.0,HOND,4S,GRAY,21201a1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2011.0,HYUN,4DR,BLACK,13409b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,HOND,TK,BLACK,22204f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,28 - Other,2005.0,FORD,VN,WHITE,21201a1,No,M,VA,VA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2000.0,NISSAN,SENTRA,GREEN,21309b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,MITSUBISHI,2S,MAROON,211003aa,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,05 - Light Duty Truck,2005.0,TOYT,TK,WHITE,224123b,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2007.0,AUDI,Q7,BLACK,21201a1,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2001.0,TOYT,CAMRY,SILVER,218011,No,F,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2006.0,TOYT,COROLLA,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,PNT,GRAND PRIX,BLACK,22203b,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,MAZDA,5,SILVER,13409b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2015.0,NISSAN,ALTIMA,BLACK,22203b,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1999.0,MAZD,CN,GREEN,13411c1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,1995.0,MBW,4S,GREEN,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2014.0,MERC,2S,GRAY,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,Yes,No,02 - Automobile,2002.0,CHEVROLET,SUBURBAN,GREEN,13401h,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,VOLK,4S,GRAY,13411a,No,F,MD,MD,B - Unmarked Patrol,Warning
No,No,No,No,No,02 - Automobile,2006.0,TOYT,COROLLA,RED,218011,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2003.0,HONDA,ACCORD,BLUE DARK,21201a1,No,M,MD,MD,A - Marked Patrol,Warning
Yes,No,No,No,No,02 - Automobile,2007.0,JEEP,COMMANDER,SILVER,13411f,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,Yes,No,02 - Automobile,2008.0,AUDI,SW,RED,21801a,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2010.0,ACUR,4S,WHITE,13411a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2014.0,BMW,535I,WHITE,21201a1,No,M,VA,VA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,NISSAN,4D,RED,211104c,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2005.0,BMW,TK,GRAY,218011,No,M,MD,MD,Q - Marked Laser,Warning
No,Yes,No,No,No,02 - Automobile,2002.0,FORD,TAURUS,SILVER,21502a2,Yes,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,JEEP,4D,GRAY,22206a,No,F,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2008.0,TOYT,4DR,BLACK,16105b1,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2007.0,RANG,TK,BLACK,21801a,No,M,MD,MD,Q - Marked Laser,Warning
No,No,No,No,No,02 - Automobile,2016.0,KIA,FORTE,SILVER,21201a1,No,F,MD,MA,A - Marked Patrol,Warning
No,No,No,No,No,02 - Automobile,2012.0,CHEVY,CAMERO,BLACK,218011,No,M,MD,MD,A - Marked Patrol,Warning
No,No,No,No,Yes,06 - Heavy Duty Truck,2005.0,GMC,TK,WHITE,1139381,No,M,MD,MD,A - Marked Patrol,Warning
