parole_chiave,cluster
exceeding posted speed limit 55 mph,5
driver failure obey properly placed traffic control device instructions,3
driver failure stop stop sign line,11
driving vehicle highway suspended registration,0
driver using hands use handheld telephone whilemotor vehicle motion,17
failure maintain legible registration plate free covers,22
operator restrained seatbelt,12
driver failure stop entering crossing hwy private road driveway,22
driving veh hwy wo required minimum equipment,22
exceeding posted speed limit 30 mph,5
driver failure obey properly placed traffic control device instructions,3
failure attach vehicle registration plates front rear,13
using device motor veh exhaust tail pipe extension causing excessive noise,22
2 2 reverse lights inoperative,22
driving vehicle hov lane authorized traffic control device,22
displaying expired registration plate issued state,8
driving influence alcohol per se,9
exceeding posted speed limit 40 mph,5
driver fail stop flashing red traffic signal stop line,14
driving vehicle highway without current registration plates validation tabs,13
inadequate exhaust system muffler bracket broken,22
driving vehicle highway suspended registration,0
failure licensee notify administration change address within 30 days,23
driving veh wo adequate rear reg plate illumination,22
failure equip veh required rear stop lamp,22
driving vehicle excess reasonable prudent speed highway speed,21
driver failure stop sidewalk emerging driveway,22
driver failure obey properly placed traffic control device instructions,3
failure securely fasten registration plate vehicle,22
exceeding posted speed limit 35 mph,5
driver failure obey properly placed traffic control device instructions,3
driver using hands use handheld telephone whilemotor vehicle motion,17
failure display tab plates veh required adm,7
exceeding posted speed limit 35 mph,5
failure drive vehicle right half roadway required,7
driving vehicle excess reasonable prudent speed highway,21
driver failure obey properly placed traffic control device instructions,3
failure display two lighted front lamps required,7
failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,24
failure display registration card upon demand police officer,6
failure display registration card upon demand police officer,6
fail display license demand,22
driver failure obey properly placed traffic control device instructions,3
driver turning vehicle without giving appropriate signal required,22
driving vehicle excess reasonable prudent speed highway,21
reckless driving vehicle wanton willful disregard safety persons property,22
operating unregistered motor vehicle highway,10
taillight inoperative,22
exceeding posted speed limit 30 mph,5
driver failure obey properly placed traffic control device instructions,3
motor veh wo required stop lamps equipment,7
motor veh wo required stop lamps equipment,7
left turn improper road position,22
driver failure obey properly placed traffic control device instructions,3
operating vehicle highway unauthorized window tinting material,22
failure carry registration card within vehicle,22
failure attach vehicle registration plates front rear,13
driver failure obey properly placed traffic control device instructions,3
driving veh hwy wo required minimum equipment,22
driver failure stop stop sign line,11
modifying exhaust system motor veh causing excessive noise emission,22
