unique_code,keywords,category,belts,personal_injury,property_damage,commercial_license,commercial_vehicle,vehicle_type,year,make,model,color,charge,contributed_to_accident,gender,driver_state,dL_state,arrest_type,violation_type
Code_38247,driver failure stop steady circular red signal,stop lights,No,No,No,No,No,02 - Automobile,2004,TOYOTA,COROLLA,TAN,21202h1,No,M,MD,MD,A - Marked Patrol,2
Code_51791,exceeding posted speed limit 55 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2007,HOND,VN,BLUE,218011,No,F,MD,MD,A - Marked Patrol,2
Code_68544,driver changing lanes unsafe,careless driving,No,No,No,No,No,02 - Automobile,2010,HONDA,FIT,RED,21309b,No,F,MD,MD,A - Marked Patrol,2
Code_46772,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2004,HONDA,CIVIC,SILVER,13401h,No,M,MD,MD,A - Marked Patrol,2
Code_37199,driver fail stop flashing red traffic signal stop line,sign violation,No,No,No,No,No,02 - Automobile,2010,TOYT,CAMERY,GRAY,21204b,No,M,VA,VA,A - Marked Patrol,2
Code_61962,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2012,FORD,TK,GRAY,21201a1,No,F,MD,MD,A - Marked Patrol,2
Code_36743,driver changing lanes unsafe,careless driving,No,No,No,No,No,02 - Automobile,2005,ACURA,TL,GRAY,21309b,No,M,MD,MD,A - Marked Patrol,2
Code_62537,exceeding posted speed limit 30 mph,exceeding speed,No,No,No,No,No,01 - Motorcycle,2004,BMW,X5,GRAY,218011,No,M,MD,MD,G - Marked Moving Radar (Stationary),2
Code_67415,driver fail stop steady red arrow signal,stop lights,No,No,No,No,No,02 - Automobile,2005,HONDA,ACCORD,BLACK,21202h2,No,F,MD,MD,A - Marked Patrol,2
Code_65007,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2001,HONDA,ACCORD,WHITE,21201a1,No,F,MD,MD,Q - Marked Laser,2
Code_58876,driver changing lanes unsafe,careless driving,No,No,No,No,No,02 - Automobile,2006,SUBA,SW,SILVER,21309b,No,F,MD,MD,A - Marked Patrol,2
Code_38492,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,Yes,No,05 - Light Duty Truck,2005,CHEV,SILVERADO,BLUE DARK,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_42641,exceeding posted speed limit 35 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2005,VOLK,2S,SILVER,218011,No,M,MD,MD,A - Marked Patrol,2
Code_55931,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,01 - Motorcycle,1999,LEXUS,ES300,GRAY,2111242d2,No,M,MD,MD,A - Marked Patrol,2
Code_53101,failure display two lighted front lamps required,problem vehicle light,No,No,No,No,No,02 - Automobile,2006,DODGE,CHARGER,GRAY,22226a,No,M,OH,OH,A - Marked Patrol,2
Code_59768,driving veh wo adequate rear reg plate illumination,tag problem,No,No,No,No,No,02 - Automobile,2006,TOYOTA,SIENNA,GREEN,22204f,No,M,MD,MD,A - Marked Patrol,2
Code_39185,exceeding posted speed limit 30 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2009,MERCEDES,ML 350,SILVER,218011,No,F,MD,MD,E - Marked Stationary Radar,2
Code_49741,driver permitting person occupy area vehicleprimarily intended carry cargo,other,No,No,No,No,No,05 - Light Duty Truck,2004,CHEV,TK,WHITE,211107b1,No,M,MD,MD,A - Marked Patrol,2
Code_58744,motor veh wo required stop lamps equipment,problem vehicle light,No,No,No,No,No,02 - Automobile,1996,TOYT,COROLLA,GREEN DK,22206a,No,F,MD,MD,A - Marked Patrol,2
Code_55858,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2006,GMC,TK,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_38303,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2004,HONDA,ACCORD,SILVER,21201a1,No,M,VA,VA,A - Marked Patrol,2
Code_65781,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,2010,TOYT,HIGHLANDER,GRAY,2111242d2,No,M,MD,MD,A - Marked Patrol,2
Code_51416,failure display registration card upon demand police officer,failure registration card,Yes,No,No,No,No,02 - Automobile,2000,HONDA,ACCORD,GREEN,13409b,No,F,MD,MD,R - Unmarked Laser,2
Code_60785,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2011,NISS,TITAN,BLACK,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_55576,exceeding posted speed limit 55 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2000,ACURA,32,BLACK,218011,No,M,MD,MD,Q - Marked Laser,2
Code_54145,failure licensee notify administration change address within 30 days,administration problem,No,No,No,No,No,05 - Light Duty Truck,2002,GMC,SAFARI,BLUE,16116a,No,M,MD,MD,A - Marked Patrol,2
Code_48650,driving wrong wayone way street,careless driving,No,No,No,No,No,02 - Automobile,1996,CHEVROLET,CAVALIER 4D,WHITE,21308a,No,F,MD,MD,A - Marked Patrol,2
Code_41673,driver fail stop steady circular red signal,stop lights,No,No,No,No,No,02 - Automobile,2003,HONDA,CIVIC,BLACK,21202h1,No,M,MD,MD,A - Marked Patrol,2
Code_51088,driver using hands use handheld telephone whilemotor vehicle motion,careless driving,No,No,No,No,No,02 - Automobile,2013,TOYOTA,HIGHLANDER,BLUE DARK,2111242d2,No,M,MD,MD,A - Marked Patrol,2
Code_67159,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,05 - Light Duty Truck,2009,BMW,SUV,BLACK,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_61137,exceeding posted speed limit 45 mph,exceeding speed,No,No,No,Yes,No,02 - Automobile,2000,GMC,JIMMY,BLACK,218011,No,M,MD,MD,A - Marked Patrol,2
Code_65958,driver failure stop steady circular red signal,stop lights,No,No,No,No,No,02 - Automobile,2002,NISS,4S,SILVER,21202h1,No,M,MD,MD,A - Marked Patrol,2
Code_40993,exceeding posted speed limit 30 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2013,AUDI,A5,BLUE DARK,218011,No,F,MD,MD,Q - Marked Laser,2
Code_46887,motor veh wo required stop lamps equipment,problem vehicle light,No,No,No,No,No,02 - Automobile,2006,NISSAN,ALTIMA,BLUE,22206a,No,M,MD,MD,A - Marked Patrol,2
Code_40750,driving vehicle highway without current registration plates validation tabs,tag problem,No,No,No,No,No,02 - Automobile,2009,LEXUS,4D,BLACK,13411d,No,M,MD,MD,A - Marked Patrol,2
Code_54849,failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,problem vehicle light,No,No,No,No,No,02 - Automobile,2009,TOYOTA,CAMRY,BLACK,222011,No,F,MD,MD,A - Marked Patrol,2
Code_54624,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2011,CHEVROLET,IMPALA,BLACK,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_44698,failure display registration card upon demand police officer,failure registration card,Yes,No,No,No,No,02 - Automobile,1997,HONDA,ACCORD,WHITE,13409b,No,M,MD,MD,Q - Marked Laser,2
Code_45316,failure drive vehicle right half roadway required,careless driving,No,No,No,No,No,02 - Automobile,2016,NISSAN,PATHFINDER,BLUE LIGHT,21301a,No,F,MD,MD,A - Marked Patrol,2
Code_53345,exceeding posted speed limit 40 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2012,CADI,4S,BLACK,218011,No,M,MD,MD,Q - Marked Laser,2
Code_48258,driving veh wo adequate rear reg plate illumination,tag problem,No,No,No,No,No,02 - Automobile,1997,PONTIAC,4D,MAROON,22204f,No,M,MD,MD,A - Marked Patrol,2
Code_45140,driver failure use signal lamp turn,problem vehicle light,No,No,No,No,No,02 - Automobile,1996,LEXS,4S,GOLD,21605a,No,M,MD,MD,A - Marked Patrol,2
Code_68231,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2005,PONT,G6,GRAY,13401h,No,F,MD,MD,A - Marked Patrol,2
Code_54329,driver fail make required stop signal sign pavement mark,sign violation,No,No,No,No,No,02 - Automobile,2000,MAZDA,4S,WHITE,21202m,No,F,MD,MD,A - Marked Patrol,2
Code_67292,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,1997,CHEV,TK,BLACK,13401h,No,M,MD,MD,A - Marked Patrol,2
Code_68426,exceeding posted speed limit 30 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2005,FORD,4S,BLUE DARK,218011,No,F,MD,MD,Q - Marked Laser,2
Code_49169,reckless driving vehicle wanton willful disregard safety persons property,careless driving,No,No,No,No,No,02 - Automobile,2011,MITSUBISHI,ENDEAVOR,BLACK,219011a,No,F,MD,MD,A - Marked Patrol,2
Code_57312,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2006,TOYOTA,HIGHLANDER,BLACK,21201a1,No,F,MD,MD,A - Marked Patrol,2
Code_43766,failure attach vehicle registration plates front rear,tag problem,No,No,No,No,No,02 - Automobile,1996,CHEVY,2DR,RED,13411a,No,F,MD,MD,A - Marked Patrol,2
Code_50973,stopping veh crosswalk,sign violation,No,No,No,No,No,02 - Automobile,2011,CHEVY,TRAVERSE,WHITE,211003e,No,M,MD,MD,A - Marked Patrol,2
Code_66440,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2002,TOYT,TRUCK,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_40713,failure dr make lane change avail lane immed adj stopped emerg veh,careless driving,No,No,No,No,No,02 - Automobile,2000,BUICK,4D,GREEN,21405e1,No,M,MD,MD,A - Marked Patrol,2
Code_36183,failure equip veh required rear stop lamp,problem vehicle light,No,No,No,No,No,02 - Automobile,2001,SATURN,4S,RED,22219a,No,M,MD,MD,A - Marked Patrol,2
Code_40888,failure display registration card upon demand police officer,failure registration card,No,No,No,Yes,No,02 - Automobile,2010,NISSAN,ALTIMA,BLUE,13409b,No,M,MD,MD,A - Marked Patrol,2
Code_45232,exceeding posted speed limit 40 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2000,ACURA,2 DOOR,YELLOW,218011,No,M,MD,MD,A - Marked Patrol,2
Code_60526,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2010,MAZDA,3,WHITE,13409b,No,F,MD,MD,A - Marked Patrol,2
Code_51525,exceeding posted speed limit 55 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2008,TOYT,4S,WHITE,218011,No,F,MD,MD,A - Marked Patrol,2
Code_59433,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2013,VOLKSWAGON,JETTA,SILVER,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_57967,oper motor veh operator restrained seat belt,belts,No,No,No,No,No,02 - Automobile,1999,MERCURY,SABLE,RED,224123b,No,F,MD,MD,A - Marked Patrol,2
Code_47681,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,01 - Motorcycle,2015,HONDA,MOTORCYCLE,WHITE,13409b,No,M,MD,MD,G - Marked Moving Radar (Stationary),2
Code_65133,exceeding posted speed limit 35 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2006,TOYT,VN,GRAY,218011,No,F,MD,MD,A - Marked Patrol,2
Code_44895,failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,problem vehicle light,No,No,No,No,No,02 - Automobile,2015,TOYOTA,PRIUS,BLUE,222011,No,M,MD,MD,A - Marked Patrol,2
Code_57539,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2006,MERCEDES,SPRINTER,BLUE DARK,21201a1,No,F,MD,MD,A - Marked Patrol,2
Code_50824,failure individual driving highway display license uniformed police demand,license problem,No,No,No,No,No,02 - Automobile,1997,NISSAN,MAXIMA,MAROON,16112c,No,M,MD,MD,A - Marked Patrol,2
Code_66345,driving vehicle excess reasonable prudent speed highway speed,exceeding speed,No,No,No,No,No,02 - Automobile,2003,CHEV,CAVALIER,BLACK,21801a,No,F,MD,MD,A - Marked Patrol,2
Code_49238,driving veh hwy wo required minimum equipment,problem vehicle,No,No,No,No,No,02 - Automobile,2006,TOYOTA,CAMRY,WHITE,23104,No,F,MD,MD,A - Marked Patrol,2
Code_43838,driving vehicle highway without current registration plates validation tabs,tag problem,No,No,No,No,No,02 - Automobile,2012,CHRYSLER,200,SILVER,13411d,No,M,DC,DC,A - Marked Patrol,2
Code_38889,failure attach vehicle registration plates front rear,tag problem,No,No,No,No,No,02 - Automobile,2000,ACUR,INTEGRA,SILVER,13411a,No,M,MD,MD,A - Marked Patrol,2
Code_46337,driving hwy obstructed windshield view,window,No,No,No,No,No,02 - Automobile,2005,TOYOTA,COROLLA,GRAY,211104c,No,F,MD,MD,A - Marked Patrol,2
Code_41234,failure attach veh reg plates front rear,tag problem,No,No,No,No,No,02 - Automobile,2015,INFI,4S,WHITE,13411a,No,M,MD,MD,A - Marked Patrol,2
Code_55616,exceeding posted speed limit 25 mph,exceeding speed,No,No,No,No,No,02 - Automobile,1999,TOYT,COROLLA,WHITE,218011,No,F,MD,MD,A - Marked Patrol,2
Code_65551,driver changing lanes unsafe,careless driving,No,No,No,No,No,02 - Automobile,2015,DODGE,TK,MAROON,21309b,No,M,MD,MD,A - Marked Patrol,2
Code_49859,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2003,HONDA,CIVIC,BLACK,21201a1,No,M,MD,MD,Q - Marked Laser,2
Code_41670,exceeding posted speed limit 35 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2013,ACUR,TK,BLACK,218011,No,F,MD,MD,A - Marked Patrol,2
Code_43723,exceeding posted speed limit 30 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2003,TOYOTA,CAMRY,BLUE LIGHT,218011,No,F,MD,MD,Q - Marked Laser,2
Code_42360,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,05 - Light Duty Truck,2011,LANDROVER,SUV,BLACK,21201a1,No,M,MD,MD,A - Marked Patrol,2
Code_38671,driver entering crosswalk flashing red traffic signal without stopping,sign violation,No,No,No,No,No,02 - Automobile,1995,HONDA,CIVIC,GREEN,21204c,No,M,MD,MD,A - Marked Patrol,2
Code_63264,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2006,CHEV,MALIBU,SILVER,13409b,No,F,MD,MD,A - Marked Patrol,2
Code_47328,driver failure obey properly placed traffic control device instructions,failure device instructions,No,No,No,No,No,02 - Automobile,2013,AUDI,SU,BLACK,21201a1,No,F,MD,MD,A - Marked Patrol,2
Code_63872,failure properly equip locate headlamps motor veh,problem vehicle light,No,No,No,No,No,03 - Station Wagon,2003,HONDA,CIVIC,MAROON,22203b,No,M,MD,MD,A - Marked Patrol,2
Code_55817,driver failure stop steady circular red signal,stop lights,No,No,No,No,No,02 - Automobile,2000,HONDA,ACCORD,SILVER,21202h1,No,M,MD,MD,A - Marked Patrol,2
Code_48857,driving hwy obstructed windshield view,window,No,No,No,No,No,02 - Automobile,2011,HYUNDAI,SONATA,BLUE LIGHT,211104c,No,F,MD,MD,A - Marked Patrol,2
Code_51821,failure display two lighted front lamps required,problem vehicle light,No,No,No,No,No,02 - Automobile,2002,SUBARU,WRX,WHITE,22226a,No,M,MD,MD,A - Marked Patrol,2
Code_50329,failure veh hwy display lighted lamps illuminating device unfavorable visibility cond,problem vehicle light,No,No,No,No,No,02 - Automobile,2013,NISSAN,ALTIMA,BLACK,222011,No,F,TX,TX,A - Marked Patrol,2
Code_48909,driver fail stop flashing red traffic signal stop line,sign violation,No,No,No,Yes,No,02 - Automobile,2015,NISSIAN,ALTIMA,GRAY,21204b,No,M,MD,MD,A - Marked Patrol,2
Code_57749,driver changing lanes unsafe,careless driving,No,No,No,No,No,02 - Automobile,2005,TOYOTA,2S,WHITE,21309b,No,M,MD,MD,A - Marked Patrol,2
Code_49944,driver changing lanes unsafe,careless driving,No,No,No,No,No,02 - Automobile,2013,BMW,328I,BLACK,21309b,No,M,MD,MD,A - Marked Patrol,2
Code_45916,driving left roadway center overtaking passing unsafe,careless driving,No,No,No,Yes,No,01 - Motorcycle,2012,YAMA,MC,BLUE,21305,No,M,MD,MD,A - Marked Patrol,2
Code_47663,failure maintain legible registration plate free foreign materials covers,tag problem,No,No,No,No,No,02 - Automobile,2000,HOND,CIVIC,GREEN,13411c1,No,M,MD,MD,A - Marked Patrol,2
Code_62794,failure equip hwy veh required lamps reflectors,problem vehicle light,No,No,No,No,No,02 - Automobile,2004,CHEVROLET,EXPRESS,WHITE,22216,No,M,VA,VA,A - Marked Patrol,2
Code_46230,exceeding posted speed limit 35 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2014,CHRY,TOWNCOUNTRY,BLUE DARK,218011,No,F,MD,MD,Q - Marked Laser,2
Code_68355,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2014,MERZ,4S,BLACK,13409b,No,M,NY,NY,A - Marked Patrol,2
Code_69970,exceeding posted speed limit 40 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2007,TOYT,TK,BLACK,218011,No,M,MD,MD,A - Marked Patrol,2
Code_54734,driver failure stop stop sign line,sign violation,No,No,No,No,No,02 - Automobile,2014,KIA,SOUL,GREEN,21707a,No,F,MD,MD,A - Marked Patrol,2
Code_45017,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,1993,TOYOTA,CAMRY,SILVER,13401h,No,F,MD,MD,A - Marked Patrol,2
Code_58859,driving vehicle highway suspended registration,registration problems,No,No,No,No,No,02 - Automobile,2011,TOYT,4RUNNER,BLACK,13401h,No,F,MD,MD,L - Motorcycle,2
Code_36312,failure stop stop sign,sign violation,No,No,No,No,No,02 - Automobile,2007,CHRY,SEBRING,BLUE,21707a,No,M,MD,MD,A - Marked Patrol,2
Code_55485,failure display two lighted front lamps required,problem vehicle light,No,No,No,No,No,02 - Automobile,1996,HONDA,ACCORD,BLACK,22226a,No,M,MD,MD,A - Marked Patrol,2
Code_41858,driving veh hwy unpaid registration fee,registration problems,No,No,No,No,No,02 - Automobile,2013,HONDA,4D,BLACK,13401d,No,M,MD,MD,A - Marked Patrol,2
Code_48712,motor veh wo required stop lamps equipment,problem vehicle light,No,No,No,No,No,02 - Automobile,1999,AUDI,A4,BEIGE,22206a,No,M,MD,MD,A - Marked Patrol,2
Code_42142,failure veh driver carry current reg card,registration problems,No,No,No,No,No,02 - Automobile,2015,BUICK,VERANO,BLACK,13701a,No,M,MD,MD,A - Marked Patrol,2
Code_45966,driver failure stop steady circular red signal,stop lights,No,No,No,No,No,02 - Automobile,2013,HYUNDAI,4S,SILVER,21202h1,No,M,MD,MD,A - Marked Patrol,2
Code_62816,permitting veh driven hwy wo current registration validation tabs issued adm,tag problem,No,No,No,No,No,02 - Automobile,2010,FORD,ESCAPE,RED,13411e,No,F,MD,MD,A - Marked Patrol,2
Code_67003,failure display registration card upon demand police officer,failure registration card,No,No,No,No,No,02 - Automobile,2002,TOYOTA,COROLLA,SILVER,13409b,No,F,MD,MD,A - Marked Patrol,2
Code_62793,exceeding posted speed limit 30 mph,exceeding speed,No,No,No,No,No,02 - Automobile,2002,TOYT,4RUNNER,RED,218011,No,M,MD,MD,A - Marked Patrol,2
Code_59351,failure stop yield thru hwy,sign violation,No,No,No,No,No,02 - Automobile,1997,TOYOTA,4DOOR,PURPLE,21403b,No,M,MD,MD,B - Unmarked Patrol,2
Code_52346,driving veh hwy wo required minimum equipment,problem vehicle,No,No,No,No,No,02 - Automobile,1991,TOYT,COROLLA,RED,23104,No,F,MD,MD,A - Marked Patrol,2
